url,is_qualified,first_ingestion_date,last_ingestion_date,last_content_update,is_to_ingest
https://benuri.org/exhibitions/79-a-brush-with-evil-peter-howson/#main_content,True,2024-07-16,2024-07-20,,True
https://benuri.org/exhibitions/23-rothenstein-s-relevance/#main_content,True,2024-07-16,2024-07-20,,True
https://benuri.org/artworks/2119-vitaly-komar-and-alexander-melamid-yalta-1945-1/#main_content,True,2024-07-16,2024-07-20,,True
https://benuri.org/exhibitions/60-becoming-gustav-metzger-uncovering-the-early-years-1945-59/,True,2024-07-16,2024-07-20,,True
https://benuri.org/exhibitions/43/works/artworks-1826-eugen-hersch-self-portrait-sketch/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/753/image5711/,True,2024-07-16,2024-07-20,,True
https://benuri.org/about/trustees/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/143/492a6cf4e1ee08/,True,2024-07-16,2024-07-20,,True
https://benuri.org/video/116-about-ben-uri-gallery-and-museum-ben-uri-today-talks-interviews-and-films-on/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/172/44cca6e292c2a2/,True,2024-07-16,2024-07-20,,True
https://benuri.org/artworks/categories/35/,True,2024-07-16,2024-07-20,,True
https://benuri.org/artists/289-helga-michie/overview/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/753/image5713/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/143/cbb58489d75c38/,True,2024-07-16,2024-07-20,,True
https://benuri.org/press/5-exhibition-shanti-panchal-a-personal-language-of-painting/,True,2024-07-16,2024-07-20,,True
https://benuri.org/usr/library/documents/main/ben-uri-2019-strategy-press-release-november-2018-.pdf,False,2024-07-16,2024-07-20,,True
https://benuri.org/about/strategy/,True,2024-07-16,2024-07-20,,True
https://benuri.org/exhibitions/35-josef-herman/,True,2024-07-16,2024-07-20,,True
https://benuri.org/artists/233-ernst-eisenmayer/overview/,True,2024-07-16,2024-07-20,,True
https://benuri.org/about/annual-reports/#main_content,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/731/image5248/,True,2024-07-16,2024-07-20,,True
https://benuri.org/exhibitions/42-chaim-soutine-and-his-contemporaries-from-russia-to-paris/publications/,True,2024-07-16,2024-07-20,,True
https://benuri.org/content/feature/753/image5707/,True,2024-07-16,2024-07-20,,True
